XID,Product_Name,Product_Number,Product_URL,Product_SKU,Product_Inventory_Link,Product_Inventory_Status,Product_Inventory_Quantity,Product_IsHazmat,Product_IsCloseOut,Description,Summary,Prod_Image,Catalog_Information,Product_Type,Category,DoNotUse_ASI_Categories,Keywords,Product_Color,Material,Size_Group,Size_Values,Shape,Theme,Tradename,Origin,Option_Type,Option_Name,Option_Values,Can_order_only_one,Req_for_order,Option_Additional_Info,Imprint_Method,Linename,Artwork,Imprint_Color,Sold_Unimprinted,Personalization,Imprint_Size,Imprint_Location,Additional_Color,Additional_Location,Product_Sample,Spec_Sample,Production_Time,Rush_Service,Rush_Time,Same_Day_Service,Packaging,Shipping_Items,Shipping_Dimensions,Shipping_Weight,Shipper_Bills_By,Shipping_Info,Ship_Plain_Box,Free_Shipping,Comp_Cert,Product_Data_Sheet,Prop65Applicable,Prop65Warnings,Prop65Chemicals,Prop65AdditionalInfo,Safety_Warnings,Additional_Info,Distributor_Only,Disclaimer,Base_Price_Name,Base_Price_Criteria_1,Base_Price_Criteria_2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Product_Number_Price,Price_Includes,QUR_Flag,Sequence,Currency,Always_Free_Setup,Less_Than_Min,Price_Type,Upcharge_Name,Upcharge_Criteria_1,Upcharge_Criteria_2,Upcharge_Type,Upcharge_Level,Service_Charge,UQ1,UQ2,UQ3,UQ4,UQ5,UQ6,UQ7,UQ8,UQ9,UQ10,UP1,UP2,UP3,UP4,UP5,UP6,UP7,UP8,UP9,UP10,UD1,UD2,UD3,UD4,UD5,UD6,UD7,UD8,UD9,UD10,Upcharge_Details,U_QUR_Flag,Confirmed_Thru_Date,Product_Number_Criteria_1,Product_Number_Criteria_2,Product_Number_Other,SKU_Criteria_1,SKU_Criteria_2,SKU_Criteria_3,SKU_Criteria_4,SKU,Inventory_Link,Inventory_Status,Inventory_Quantity,IsHazmat,IsCloseOut,Related_Products,Distributor_View_Only,Carrier_Information,Item_Weight,Warranty,Battery,Market_Segment,Industry_Segment,SEO_FLG,UPC_Code,Additional_Imprint_Information,Item_Assembled,Delivery_Option,Do_Not_Use,Product_Status,Workflow_Status,DoNotUse_Workflow_Status_Reason,Operation,Product_Effective_Date,Product_End_Date,Last_Updated_Date
,Custom PU Keychain,AD0013,https://images12.fotki.com/v1686/photos/2/4164902/16544122/AD0013-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The stress ball is made of PU foam material, soft and durable. The size of the ball is 3.2 x 1.4""x 0.7"". The size can also be customized. Many colors can be chosen. It's suitable for children to play and for adults to reduce their stress, improve their motion. It can float on the water which prevents your key from dropping into the water and going missing. Widely used for boating, fishing, sailing and outdoor events. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Custom PU Keychain,,,Key Chains,"Key Chains-Floating,Stress Relievers-General",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Pu ,Other,3.2 " x 1.4 " x 0.7 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,3000,5000,8000,10000,30000,50000,100000,,1.725,1.612,1.575,1.432,1.304,1.258,0.987,0.724,0.468,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,"1 color and 1 location imprint, shipping by Sea over 2000 pieces ",,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Collapsible Straw Kit,AD0014,https://images46.fotki.com/v1682/photos/2/4164902/16544122/AD0014-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The straw set includes a straight reusable silicone straws, a cleaning brush and a 3.15"" x 1.97"" x 0.91"" storage case, good for daily use. Wash by hands recommended. Take it along with you on long trips, hiking, picnics and other outdoor activities. Your brand and logo are welcomed. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Collapsible Straw Kit,,,Tools & Hardware,STRAWS,, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Silicone ,Other,"0.39 "" x 0.39 "" x 0.84 "", 0.39 "" x 0.39 "" x 10.23 "" ", , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,4000,8000,12000,20000,32000,40000,200000,,,,0.626,0.616,0.596,0.581,0.497,0.433,0.331,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,Shipping by Sea over 2000 sets ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Plastic Hand Clapper Noisemaker,AD0015,https://images20.fotki.com/v1684/photos/2/4164902/16544122/AD0015-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. This hand clapper is made of plastic, lightweight and durable. A variety of colors can be chosen. Shaking back and forth, the clapper will make noises by three plastic sheets colliding. Perfect for sports events, pep rallies, cheerleading and other promotional events. Your brand and logo are welcomed. Available in 3 sizes, 7.48"", 9.45"" and 11"", price is for 7.48"" hand clapper. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Plastic Hand Clapper Noisemaker,,,"Toys, Games, & Novelties","NOISEMAKERS,PARTY FAVORS",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Plastic ,Other,"7.48 "" x 3.54 "", 9.45 "" x 4.72 "", 11 "" x 5.12 "" ", , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,1000,3000,5000,8000,10000,30000,,,,,1.452,0.935,0.915,0.893,0.828,0.523,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,Price is for 7.48" hand clapper. Shipping by Sea over 1000 pieces. ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wine Insulated Bag with Handles,AD0016,https://images46.fotki.com/v1682/photos/2/4164902/16544122/AD0016-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The wine bag is made of neoprene material, lightweight and durable. With die cut handles, the bag is easy to carry. It fits a variety of wine and champagne bottles. Perfect for camping, corporate picnics and party activities. Your brand and logo are welcomed. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Wine Insulated Bag with Handles,,,Bags & Luggage,"Bags-Bottle,WINE ACCESSORIES",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Neoprene ,Other,4.75 " x 4.75 " x 15 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,3000,5000,8000,10000,30000,,,,5.423,5.215,4.132,4.047,3.962,3.875,3.592,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,Shipping by Sea over 1000 pieces ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Party Eye Mask,AD0017,https://images34.fotki.com/v1681/photos/2/4164902/16544122/AD0017-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. Made of felt, the eye mask is lightweight and reusable. Available in a variety of colors. Perfect for Halloween party, Masquerade, cosplay party and role play games. Your brand and logo are welcomed. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Party Eye Mask,,,"Health, Beauty & Wellness","COSTUMES & ACCESSORIES,Masks-Novelty/Halloween",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Felt ,Other,7.08 " x 2.36 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,1000,3000,5000,8000,10000,30000,50000,,,,0.972,0.627,0.503,0.475,0.382,0.294,0.228,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,Shipping by Sea over 3000 pieces ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Collapsible Silicone Coffee Cup,AD0018,https://images49.fotki.com/v1679/photos/2/4164902/16544122/AD0018-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The food- grade,BPA free silicone coffee cup is good for daily use for drinking. The capacity of this cup is 12 oz. It will be easy to take with the collapsible design when travel.  Putting you logo and brand on the cup will be a great giveaway for promo. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Collapsible Silicone Coffee Cup,,,Drinkware,"TRAVEL MUGS/CUPS,Warmers-Mug",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Silicone ,Other,"3.62 "" x 3.62 "" x 2.48  "", 3.62 "" x 3.62 "" x 5.55 "" ", , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,200,500,1000,3000,5000,10000,,,,,6.72,6.42,5.74,3.32,3.08,2.85,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,"1 color and 1 location imprint, shipping by Sea over 3000 pieces ",,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Foldable Lunch Bag,AD0019,https://images46.fotki.com/v1682/photos/2/4164902/16544122/AD0019-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The lunch will be great giveaway to promote your business with your brand. It is made of polyester outer and features foil laminated PE foam insulation, a carry handle and front pocket. It can be folded, saving space and easy to carry. Perfect for daily use. Custom logo is available. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Foldable Lunch Bag,,,Bags & Luggage,"Bags-Food,Bags-Lunch",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Polyester ,Other,2.49 " x 4.92 " x 9.05 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,3000,5000,8000,10000,30000,,,,2.952,2.764,2.578,2.341,2.125,1.975,1.432,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,Shipping by Sea over 1000 pieces ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sports Waist Belt,AD0020,https://images46.fotki.com/v1682/photos/2/4164902/16544122/AD0020-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. Being made of neoprene, this waist belt is lightweight and waterproof. This waist belt will be a good helper for outdoor sports. It can hold keys, phones, money and water. There is also a earphone hole on the belt that will let you enjoy music when sports outsides. It will keep you safe when doing sports at night with reflective stripe. Custom logos is available. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Sports Waist Belt,,,"Sports, Fitness, & Outdoors","Bags-Fanny/Hip/Waist,BELTS",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Polyester ,Other,15.94 " x 3.93 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,100,500,1000,3000,5000,10000,,,,,6.32,6.07,4.62,2.18,1.95,1.25,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,"1 color and 1 location imprint, shipping by Sea over 3000 pieces ",,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lounging Beach Chair,AD0021,https://images15.fotki.com/v1685/photos/2/4164902/16544122/AD0021-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. This lounger is made of tough 600 Denier polyester with a 210 Denier backing and 16mm steel frame. The size of this lounger is  59"" x 21"" with a zippered rear pocket, adjustable backrest, carrying handles and a hook and loop fastener, small enough for almost anyone to carry out. It fits a maximum weight capacity of 330 lbs. Custom logo available. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Lounging Beach Chair,,,"Sports, Fitness, & Outdoors",Furniture-Chairs-Beach,, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Polyester ,Other,59 " x 21 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,800,1000,2000,3000,5000,,,,,21.05,20.82,20.52,20.41,20.13,19.54,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,"1 color and 1 location imprint, shipping by Sea over 500 pieces ",,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Neoprene Eyeglass Wear Strap,AD0022,https://images14.fotki.com/v1683/photos/2/4164902/16544122/AD0022-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. Made of Neoprene, this eyeglass wear strap is soft, comfy and waterproof. Available in a variety of colors. It will keep glasses secure around your head or hanging on your neck. Perfect for those who wear glasses while doing sports or attending outdoor activities. Your brand and logo are welcomed. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Neoprene Eyeglass Wear Strap,,,Apparel & Outerwear,"EYEGLASS ACCESSORIES,STRAPS",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Neoprene ,Other,16.5 " x 0.8 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,1000,3000,5000,8000,10000,30000,50000,,,,0.923,0.895,0.842,0.805,0.753,0.632,0.545,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,Shipping by Sea over 5000pc ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fidget Slug Toy,AD0023,https://images15.fotki.com/v1685/photos/2/4164902/16544122/AD0023-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The toy is made of drop-resistant plastic material, safety and durable. Touch and hearing give will you a very comfortable decompression feeling, a very decompression toy. The Slug body can be twisted  at will. It will make a crisp sound when swinging the Slug toy on your hand. These Slug pressure toys can not only relieve stress,but also strengthen hand exercises and relieve pain. Suitable for children. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Fidget Slug Toy,,,"Toys, Games, & Novelties","STUFFED ANIMALS & TOYS,Toys-Fidget",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Abs ,Other,7.32 " x 2.05 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,300,800,1500,3000,5000,,,,,,3.39,2.78,2.72,2.52,2.28,,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,Shipping by Sea over 1000 pieces ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sports Metal Cow Bell,AD0024,https://images49.fotki.com/v1680/photos/2/4164902/16544122/AD0024-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The cow bell is made of iron material, lightweight and durable. The height of the bell is 3.85"". Size and color can be customized. With the imprint, it is perfect for you to promote your brand at sporting events, pep rallies or any event that you want to be seen and heard. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Sports Metal Cow Bell,,,"Sports, Fitness, & Outdoors","BELLS,PARTY FAVORS",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Iron ,Other,3.27 " x 2.56 " x 3.85 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,3000,5000,8000,10000,30000,,,,4.358,3.892,3.489,3.287,3.052,2.876,1.972,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,Shipping by Sea over 1000 pieces ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
